"age","ageGroup","area","laborForce","employment","industry","barrier","empType","homeBased","informal","sequence","weight"
26,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
24,"15-24","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",0.607527
43,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
38,"25-64","Urban","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Urban-Labor force-employed-Agriculture-Unpaid-home based",0.607527
34,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
36,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Urban-Labor force-employed-Manufacturing-Paid-home based-formal",0.607527
51,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Self employed","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Self employed-not home based-formal",0.607527
17,"15-24","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",0.607527
58,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
38,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
25,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",0.607527
63,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
34,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
19,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",0.607527
25,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.115452
32,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
29,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
22,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
40,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.115452
33,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",1.115452
36,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",1.115452
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
40,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
51,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
28,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
48,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.115452
28,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
48,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",1.115452
26,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.115452
16,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
22,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
20,"15-24","Urban","Not in labor force",NA,NA,"Lack of accommodation",NA,NA,NA,"Urban-Not in labor force-Lack of accommodation",1.808204
31,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
26,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",1.808204
38,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
34,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
23,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
52,"25-64","Urban","Not in labor force",NA,NA,"Employers' lack of flexibility",NA,NA,NA,"Urban-Not in labor force-Employers' lack of flexibility",1.808204
31,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.808204
32,"25-64","Urban","Labor force","employed","Community, Social and Personal Services",NA,"Paid","home based","informal","Urban-Labor force-employed-Community, Social and Personal Services-Paid-home based-informal",1.194091
40,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
39,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
31,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",1.194091
43,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Urban-Labor force-employed-Manufacturing-Paid-home based-formal",1.194091
23,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
15,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
43,"25-64","Urban","Not in labor force",NA,NA,"Lack of Training Opportunities",NA,NA,NA,"Urban-Not in labor force-Lack of Training Opportunities",1.194091
35,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
29,"25-64","Urban","Not in labor force",NA,NA,"Employers' lack of flexibility",NA,NA,NA,"Urban-Not in labor force-Employers' lack of flexibility",1.194091
36,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
25,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
39,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
37,"25-64","Urban","Labor force","employed","Others",NA,"Paid","home based","formal","Urban-Labor force-employed-Others-Paid-home based-formal",1.194091
28,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
25,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.194091
42,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
19,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.637969
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
27,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.637969
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
22,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
24,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
27,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.637969
42,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
28,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","informal","Rural-Labor force-employed-Others-Paid-home based-informal",0.637969
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.637969
39,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
32,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
29,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.198466
23,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
34,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
50,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
38,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.198466
44,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.198466
28,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Rural-Labor force-employed-Manufacturing-Paid-home based-formal",1.198466
24,"15-24","Rural","Not in labor force",NA,NA,"Lack of accommodation",NA,NA,NA,"Rural-Not in labor force-Lack of accommodation",1.198466
43,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","not home based","formal","Rural-Labor force-employed-Manufacturing-Paid-not home based-formal",1.198466
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
22,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.198466
38,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","not home based","formal","Rural-Labor force-employed-Manufacturing-Paid-not home based-formal",1.198466
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
30,"25-64","Rural","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Rural-Not in labor force-Domestic Work/Caring responsibilities",1.095595
34,"25-64","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Paid","not home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Paid-not home based-formal",1.095595
28,"25-64","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.095595
26,"25-64","Rural","Labor force","employed","Community, Social and Personal Services",NA,"Self employed","home based","formal","Rural-Labor force-employed-Community, Social and Personal Services-Self employed-home based-formal",1.095595
21,"15-24","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.095595
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
38,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
40,"25-64","Rural","Labor force","employed","Agriculture",NA,"Self employed","home based",NA,"Rural-Labor force-employed-Agriculture-Self employed-home based",1.095595
30,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Rural-Labor force-employed-Manufacturing-Paid-home based-formal",1.095595
22,"15-24","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",1.095595
45,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
27,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
19,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.095595
52,"25-64","Rural","Not in labor force",NA,NA,"Transport",NA,NA,NA,"Rural-Not in labor force-Transport",1.095595
23,"15-24","Rural","Not in labor force",NA,NA,"Lack of qualifications/ experience",NA,NA,NA,"Rural-Not in labor force-Lack of qualifications/ experience",1.095595
20,"15-24","Rural","Labor force","employed","Wholesale and Retail",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Wholesale and Retail-Unpaid-home based-formal",1.095595
46,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
62,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
16,"15-24","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.348203
51,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
16,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
53,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.348203
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
43,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.348203
33,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.348203
58,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.348203
58,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.348203
44,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.348203
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
33,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",1.348203
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
44,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
60,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
22,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.348203
33,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",1.348203
51,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
43,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",1.470979
22,"15-24","Urban","Labor force","unemployed",NA,NA,NA,NA,NA,"Urban-Labor force-unemployed",1.470979
32,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
17,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
35,"25-64","Urban","Not in labor force",NA,NA,"Domestic Work/Caring responsibilities",NA,NA,NA,"Urban-Not in labor force-Domestic Work/Caring responsibilities",1.470979
37,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
19,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
39,"25-64","Urban","Labor force","employed","Manufacturing",NA,"Unpaid","home based","formal","Urban-Labor force-employed-Manufacturing-Unpaid-home based-formal",1.470979
15,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
39,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
30,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
21,"15-24","Urban","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Urban-Labor force-employed-Manufacturing-Paid-home based-informal",1.470979
15,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
23,"15-24","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
25,"25-64","Urban","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Urban-Not in labor force-No Barrier",1.470979
34,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
27,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.937252
40,"25-64","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",1.937252
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
40,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
47,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
34,"25-64","Rural","Labor force","employed","Others",NA,"Paid","home based","formal","Rural-Labor force-employed-Others-Paid-home based-formal",1.937252
42,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
19,"15-24","Rural","Labor force","employed","Others",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Others-Unpaid-home based-formal",1.937252
38,"25-64","Rural","Labor force","employed","Others",NA,"Employer","not home based","formal","Rural-Labor force-employed-Others-Employer-not home based-formal",1.937252
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
22,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",1.937252
40,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.850966
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
36,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
35,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
49,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
42,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
54,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
23,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
23,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
26,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
33,"25-64","Rural","Labor force","employed","Wholesale and Retail",NA,"Unpaid","home based","formal","Rural-Labor force-employed-Wholesale and Retail-Unpaid-home based-formal",0.850966
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
37,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.850966
19,"15-24","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","informal","Rural-Labor force-employed-Manufacturing-Paid-home based-informal",0.850966
48,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.850966
19,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.850966
48,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.936082
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
30,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
40,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.936082
17,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
49,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.936082
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
35,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","home based",NA,"Rural-Labor force-employed-Agriculture-Paid-home based",0.936082
33,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
53,"25-64","Rural","Labor force","unemployed",NA,NA,NA,NA,NA,"Rural-Labor force-unemployed",0.936082
28,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
25,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
31,"25-64","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
30,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.936082
20,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
18,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.936082
41,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
28,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
54,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
20,"15-24","Rural","Labor force","employed","Manufacturing",NA,"Paid","home based","formal","Rural-Labor force-employed-Manufacturing-Paid-home based-formal",0.736142
50,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.736142
19,"15-24","Rural","Labor force","employed","Agriculture",NA,"Unpaid","home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-home based",0.736142
15,"15-24","Rural","Not in labor force",NA,NA,"No Barrier",NA,NA,NA,"Rural-Not in labor force-No Barrier",0.736142
47,"25-64","Rural","Labor force","employed","Agriculture",NA,"Paid","not home based",NA,"Rural-Labor force-employed-Agriculture-Paid-not home based",0.736142
37,"25-64","Rural","Labor force","employed","Agriculture",NA,"Unpaid","not home based",NA,"Rural-Labor force-employed-Agriculture-Unpaid-not home based",0.736142
